01234567  0 
32704165 32104765 12 
37164025 32164075 12 
32164057 32164075 12 
31472065 71432065 12 
16472035 16432075 12 
17435026 12435076 12 
12475036 12435076 12 
24015367 24017365 12 
26074315 26014375 12 
26014357 26014375 12 
07412365 02417365 12 
02415367 02417365 12 
02374165 02314765 12 
02314567 02314765 12 
61074325 71064325 12 
14760325 14067325 12 
12764053 12064753 12 
12074653 12064753 12 
47130526 74130526 12 
34170526 74130526 12 
14570326 14530726 12 
14530627 14530726 12 
14736025 14036725 12 
14076325 14036725 12 
24710536 24017536 12 
24016537 24017536 12 
23014567 23014576 12 
07412536 02417536 12 
02416537 02417536 12 
02574136 02514736 12 
02514637 02514736 12 
27154036 72154036 12 
52174036 72154036 12 
17452036 12457036 12 
12456037 12457036 12 
17054623 12054673 12 
27610534 72610534 12 
12670534 72610534 12 
62570134 62510734 12 
62510437 62510734 12 
62714035 62014735 12 
62074135 62014735 12 
67014523 62014573 12 
62074513 62014573 12 
67013542 63017542 12 
63710542 63017542 12 
63712045 63012745 12 
63072145 63012745 12 
20716534 70216534 12 
03216547 03216574 12 
07214563 06214573 12 
07516432 06517432 12 
06715432 06517432 12 
07512463 06512473 12 
62751034 62157034 12 
62154037 62157034 12 
63172054 63152074 12 
63152047 63152074 12 
56102437 56102734 12 
57132064 56132074 12 
56132047 56132074 12 
21756034 71256034 12 
51276034 71256034 12 
13276054 13256074 12 
13256047 13256074 12 
16754230 16254730 12 
13076452 13056472 12 
13056427 13056472 12 
67150432 76150432 12 
56170432 76150432 12 
16470532 16450732 12 
16450237 16450732 12 
12750463 12057463 12 
12053467 12057463 12 
67012453 76012453 12 
06712453 76012453 12 
16742053 16042753 12 
07631542 01637542 12 
01576342 01536742 12 
01536247 01536742 12 
31756042 31056742 12 
31056247 31056742 12 
31046527 31046572 12 
47016532 74016532 12 
04716532 74016532 12 
60731542 60137542 12 
60132547 60137542 12 
64170532 64130572 12 
64130527 64130572 12 
37140562 36140572 12 
36140527 36140572 12 
67510342 76510342 12 
56710342 76510342 12 
17540362 16540372 12 
16540327 16540372 12 
17536240 16537240 12 
16735240 16537240 12 
17530264 16530274 12 
62135047 62137045 12 
64172035 64132075 12 
64132057 64132075 12 
36702145 36102745 12 
36102547 36102745 12 
37142065 36142075 12 
36142057 36142075 12 
21736045 71236045 12 
31276045 71236045 12 
16275340 16235740 12 
17235064 16235074 12 
16275034 16235074 12 
62710345 62017345 12 
62015347 62017345 12 
06372145 06312745 12 
06312547 06312745 12 
12740365 12047365 12 
12045367 12047365 12 
17046352 16047352 12 
16740352 16047352 12 
27153064 72153064 12 
52173064 72153064 12 
12073564 12053764 12 
12754360 12354760 12 
12374560 12354760 12 
17354026 12354076 12 
12374056 12354076 12 
67312054 76312054 12 
36712054 76312054 12 
17356042 16357042 12 
16753042 16357042 12 
16752340 16352740 12 
16372540 16352740 12 
35762014 75362014 12 
65372014 75362014 12 
52763014 52367014 12 
52364017 52367014 12 
57361042 51367042 12 
51763042 51367042 12 
51762340 51362740 12 
51372640 51362740 12 
23154067 23157064 12 
53701264 53201764 12 
57261034 53261074 12 
53261047 53261074 12 
67231054 76231054 12 
26731054 76231054 12 
36201457 36201754 12 
17354260 71354260 12 
51374260 71354260 12 
37451260 31457260 12 
23754016 73254016 12 
53274016 73254016 12 
17234056 71234056 12 
21734056 71234056 12 
31704256 31204756 12 
07153462 03157462 12 
03152467 03157462 12 
53741062 53041762 12 
53041267 53041762 12 
57061432 53061472 12 
53061427 53061472 12 
37056421 36057421 12 
36750421 36057421 12 
36751024 36051724 12 
10753462 10357462 12 
10352467 10357462 12 
16370452 16350472 12 
16350427 16350472 12 
51740362 51340762 12 
51340267 51340762 12 
57360412 51360472 12 
51360427 51360472 12 
17430562 71430562 12 
37460512 31460572 12 
31460527 31460572 12 
03472516 03452716 12 
03452617 03452716 12 
53742016 53042716 12 
53042617 53042716 12 
57012436 53012476 12 
53012467 53012476 12 
27350416 72350416 12 
52370416 72350416 12 
32756014 32056714 12 
32076514 32056714 12 
32076451 32056471 12 
12730456 12037456 12 
12036457 12037456 12 
15072436 15032476 12 
01472356 01432756 12 
01432657 01432756 12 
17342056 71342056 12 
41372056 71342056 12 
37241056 31247056 12 
31246057 31247056 12 
37041652 31047652 12 
31740652 31047652 12 
60273514 70263514 12 
07264531 03264571 12 
03274561 03264571 12 
53702614 73502614 12 
07512634 03512674 12 
03512647 03512674 12 
07563412 03567412 12 
03765412 03567412 12 
07562431 03562471 12 
03572461 03562471 12 
37652014 73652014 12 
53672014 73652014 12 
67253014 63257014 12 
63254017 63257014 12 
67053412 63057412 12 
63750412 63057412 12 
21360547 21360574 12 
62750314 62350714 12 
62350417 62350714 12 
67310524 62310574 12 
62310547 62310574 12 
37510624 32510674 12 
32510647 32510674 12 
32765410 32567410 12 
37462015 32467015 12 
32465017 32467015 12 
27034615 72034615 12 
02734615 72034615 12 
37014625 32014675 12 
32014657 32014675 12 
03764521 73064521 12 
63074521 73064521 12 
34760521 34067521 12 
27034561 72034561 12 
02734561 72034561 12 
32754061 32054761 12 
07163542 03167542 12 
03162547 03167542 12 
03571642 03561742 12 
03561247 03561742 12 
67041532 63041572 12 
63041527 63041572 12 
04731562 74031562 12 
34751062 34051762 12 
34051267 34051762 12 
34761025 34061725 12 
34071625 34061725 12 
10763542 10367542 12 
14370562 14360572 12 
14360527 14360572 12 
61750342 61350742 12 
61350247 61350742 12 
67340512 61340572 12 
61340527 61340572 12 
17530642 71530642 12 
51730642 71530642 12 
37540612 31540672 12 
31540627 31540672 12 
37561240 31567240 12 
31765240 31567240 12 
37560214 31560274 12 
12763045 12367045 12 
12365047 12367045 12 
67342015 61342075 12 
61342057 61342075 12 
34271065 34261075 12 
34261057 34261075 12 
31275640 31265740 12 
37265014 31265074 12 
31275064 31265074 12 
12730645 12037645 12 
12035647 12037645 12 
14072635 14032675 12 
14032657 14032675 12 
03742615 73042615 12 
43072615 73042615 12 
32740615 32047615 12 
32045617 32047615 12 
25104367 25107364 12 
02135467 02135764 12 
07165324 02165374 12 
02165347 02165374 12 
27315064 72315064 12 
32715064 72315064 12 
17365024 12365074 12 
17302465 12307465 12 
12703465 12307465 12 
17305426 12305476 12 
12375406 12305476 12 
17402563 12407563 12 
12403567 12407563 12 
27514063 72514063 12 
52714063 72514063 12 
17564023 12564073 12 
12564037 12564073 12 
51704326 71504326 12 
14705326 14507326 12 
14506327 14507326 12 
62715304 62517304 12 
62514307 62517304 12 
57216304 56217304 12 
56214307 56217304 12 
56372104 56312704 12 
56312407 56312704 12 
67132504 76132504 12 
36172504 76132504 12 
17536402 16537402 12 
16735402 16537402 12 
51706342 71506342 12 
14576302 14506372 12 
16375042 16305742 12 
16305247 16305742 12 
67102543 76102543 12 
06172543 76102543 12 
67512043 76512043 12 
56712043 76512043 12 
17542063 16542073 12 
16542037 16542073 12 
25371064 25301764 12 
25301467 25301764 12 
26751304 76251304 12 
56731204 56231704 12 
56231407 56231704 12 
56701243 56201743 12 
56271043 56201743 12 
57401263 51407263 12 
51403267 51407263 12 
21754063 71254063 12 
57264013 51264073 12 
51264037 51264073 12 
17254306 71254306 12 
51734206 51234706 12 
51234607 51234706 12 
35701462 75301462 12 
05371462 75301462 12 
56371402 56301472 12 
56301427 56301472 12 
17503462 71503462 12 
01573462 71503462 12 
51473062 51403762 12 
35702416 75302416 12 
05372416 75302416 12 
52703416 52307416 12 
52306417 52307416 12 
51742306 51342706 12 
51342607 51342706 12 
25760314 75260314 12 
65270314 75260314 12 
51270364 51260374 12 
51260347 51260374 12 
57264301 50264371 12 
50274361 50264371 12 
57312604 50312674 12 
50312647 50312674 12 
50763412 50367412 12 
67530412 60537412 12 
60735412 60537412 12 
67532401 60532471 12 
60572431 60532471 12 
60715342 60517342 12 
60712543 60512743 12 
60572143 60512743 12 
25064317 25067314 12 
21065347 21065374 12 
62735014 62035714 12 
62035417 62035714 12 
67015324 62015374 12 
27305614 72305614 12 
32705614 72305614 12 
07315624 02315674 12 
02315647 02315674 12 
02763415 02367415 12 
07365421 02365471 12 
02375461 02365471 12 
27064513 72064513 12 
07462513 02467513 12 
02463517 02467513 12 
07514623 02514673 12 
50764321 70564321 12 
60574321 70564321 12 
04765321 04567321 12 
27504361 72504361 12 
52704361 72504361 12 
57160342 50167342 12 
50162347 50167342 12 
60531247 60531742 12 
67541302 60541372 12 
60541327 60541372 12 
54701362 74501362 12 
04531267 04531762 12 
04761523 04561723 12 
04571623 04561723 12 
15760342 15067342 12 
67045312 61045372 12 
61045327 61045372 12 
17305642 71305642 12 
31705642 71305642 12 
07345612 01345672 12 
01345627 01345672 12 
07365214 01365274 12 
12063547 12067543 12 
14072563 14062573 12 
14062537 14062573 12 
61752043 61052743 12 
67042513 61042573 12 
61042537 61042573 12 
04271563 04261573 12 
04261537 04261573 12 
01273645 01263745 12 
12705643 12507643 12 
12503647 12507643 12 
57201643 51207643 12 
51203647 51207643 12 
51672043 51602743 12 
51602347 51602743 12 
50742613 70542613 12 
40572613 70542613 12 
02745613 02547613 12 
02543617 02547613 12 
35170462 75130462 12 
56130427 56130472 12 
50172364 50132764 12 
50172436 50132476 12 
40751362 70451362 12 
57461302 50461372 12 
50461327 50461372 12 
57430261 50437261 12 
50734261 50437261 12 
07341562 70341562 12 
40371562 70341562 12 
30142567 30147562 12 
37540261 30547261 12 
37541206 30541276 12 
30571246 30541276 12 
53761402 73561402 12 
63571402 73561402 12 
30765421 30567421 12 
30571624 30561724 12 
63501427 63501472 12 
57106432 56107432 12 
56471032 56401732 12 
56401237 56401732 12 
46071532 76041532 12 
07146532 06147532 12 
06142537 06147532 12 
07546231 06547231 12 
06745231 06547231 12 
07541263 06541273 12 
50736421 70536421 12 
30576421 70536421 12 
67035421 76035421 12 
36075421 76035421 12 
06475321 06435721 12 
06435127 06435721 12 
15470362 15430762 12 
15430267 15430762 12 
15732064 15032764 12 
67015432 76015432 12 
16745032 16045732 12 
16045237 16045732 12 
17036425 16037425 12 
16730425 16037425 12 
16735024 16035724 12 
16075324 16035724 12 
17345062 71345062 12 
37541062 31547062 12 
31542067 31547062 12 
37045216 31045276 12 
63075412 73065412 12 
35760412 35067412 12 
35062417 35067412 12 
37061425 31067425 12 
31760425 31067425 12 
31765024 31065724 12 
31075624 31065724 12 
25730416 75230416 12 
35270416 75230416 12 
51270436 51230476 12 
51230467 51230476 12 
50736214 50236714 12 
50276314 50236714 12 
07452316 70452316 12 
40752316 70452316 12 
57412306 50412376 12 
50412367 50412376 12 
57430612 50437612 12 
57432601 50432671 12 
50472631 50432671 12 
07342516 70342516 12 
40372516 70342516 12 
30745612 30547612 12 
53712406 73512406 12 
32715406 32517406 12 
32516407 32517406 12 
37510462 30517462 12 
30715462 30517462 12 
25036417 25037416 12 
21035467 21035476 12 
32745016 32045716 12 
37015426 32015476 12 
32015467 32015476 12 
07415326 02415376 12 
07432615 02437615 12 
07435621 02435671 12 
02475631 02435671 12 
27036514 72036514 12 
02634517 02637514 12 
27506314 72506314 12 
52706314 72506314 12 
07516324 02516374 12 
02746531 02546731 12 
02546137 02546731 12 
27105436 72105436 12 
02175436 72105436 12 
12405637 12405736 12 
17506423 12506473 12 
12576403 12506473 12 
13742506 13542706 12 
13542607 13542706 12 
13705462 13507462 12 
25701436 75201436 12 
51706234 51206734 12 
57206413 51206473 12 
51276403 51206473 12 
57432016 51432076 12 
51432067 51432076 12 
57401632 51407632 12 
51704632 51407632 12 
57402613 51402673 12 
51472603 51402673 12 
12046537 12047536 12 
13042567 13042576 12 
03241567 03241576 12 
01746235 01246735 12 
07246513 01246573 12 
50741632 70541632 12 
40571632 70541632 12 
03541627 03541672 12 
17045632 71045632 12 
41075632 71045632 12 
01675432 01645732 12 
01645237 01645732 12 
67140235 76140235 12 
16740235 76140235 12 
46720135 46120735 12 
46120537 46120735 12 
47136250 46137250 12 
46731250 46137250 12 
46730152 46130752 12 
46170352 46130752 12 
47320165 74320165 12 
24370165 74320165 12 
37024165 34027165 12 
34025167 34027165 12 
37124560 34127560 12 
34721560 34127560 12 
37120546 34120576 12 
37164250 34167250 12 
34761250 34167250 12 
34760152 34160752 12 
34170652 34160752 12 
40712365 40217365 12 
40215367 40217365 12 
46270315 46210375 12 
46210357 46210375 12 
24310567 24310765 12 
21760345 71260345 12 
10762345 10267345 12 
10265347 10267345 12 
17264350 14267350 12 
14762350 14267350 12 
14270653 14260753 12 
47132560 74132560 12 
34172560 74132560 12 
14572360 14532760 12 
21730546 71230546 12 
31270546 71230546 12 
10732546 10237546 12 
47210536 74210536 12 
45731062 45137062 12 
45132067 45137062 12 
46175032 46135072 12 
46135027 46135072 12 
34705162 34105762 12 
34105267 34105762 12 
37165042 34165072 12 
34165027 34165072 12 
31574062 71534062 12 
16574032 16534072 12 
16534027 16534072 12 
45710362 45017362 12 
45012367 45017362 12 
46075312 46015372 12 
46015327 46015372 12 
04375162 04315762 12 
04315267 04315762 12 
14765023 14065723 12 
14075623 14065723 12 
07531246 01537246 12 
31725046 31025746 12 
31025647 31025746 12 
57130246 75130246 12 
35170246 75130246 12 
15270346 15230746 12 
15230647 15230746 12 
15736042 15036742 12 
15076342 15036742 12 
45710236 45017236 12 
45016237 45017236 12 
43075216 43015276 12 
43015267 43015276 12 
07514236 04517236 12 
04516237 04517236 12 
04275136 04215736 12 
47125036 74125036 12 
24175036 74125036 12 
17024635 14027635 12 
14720635 14027635 12 
17025643 14025673 12 
47610235 74610235 12 
14670235 74610235 12 
64270135 64210735 12 
64210537 64210735 12 
64715032 64015732 12 
64075132 64015732 12 
67015243 64015273 12 
67013254 63017254 12 
63710254 63017254 12 
63714052 63014752 12 
63074152 63014752 12 
40716235 70416235 12 
10476235 70416235 12 
03476215 03416275 12 
03416257 03416275 12 
06475132 06415732 12 
07415263 06415273 12 
06475213 06415273 12 
64125037 64127035 12 
63174025 63124075 12 
63124057 63124075 12 
13476025 13426075 12 
13426057 13426075 12 
16725430 16425730 12 
16475230 16425730 12 
16475023 16425073 12 
01726534 71026534 12 
21076534 71026534 12 
13076524 13026574 12 
13026547 13026574 12 
21074563 71024563 12 
14720563 14027563 12 
14023567 14027563 12 
06714523 76014523 12 
16754023 16054723 12 
07631254 01637254 12 
31726054 31026754 12 
31026457 31026754 12 
37056214 31056274 12 
57016234 75016234 12 
05716234 75016234 12 
15726034 15026734 12 
15026437 15026734 12 
60134257 60137254 12 
65170234 65130274 12 
65130247 65130274 12 
26710354 76210354 12 
17250364 16250374 12 
16250347 16250374 12 
17236450 16237450 12 
16732450 16237450 12 
17230465 16230475 12 
16270435 16230475 12 
65174032 65134072 12 
65134027 65134072 12 
36704152 36104752 12 
36104257 36104752 12 
37154062 36154072 12 
36154027 36154072 12 
41736052 71436052 12 
31476052 71436052 12 
15476032 15436072 12 
15436027 15436072 12 
16472350 16432750 12 
64710352 64017352 12 
65074312 65014372 12 
65014327 65014372 12 
07416352 06417352 12 
06412357 06417352 12 
06374152 06314752 12 
06314257 06314752 12 
14750362 14057362 12 
14052367 14057362 12 
17056324 16057324 12 
16750324 16057324 12 
47123065 74123065 12 
24173065 74123065 12 
14073265 14023765 12 
14725360 14325760 12 
14375260 14325760 12 
17325046 14325076 12 
14375026 14325076 12 
67314025 76314025 12 
36714025 76314025 12 
16704325 16304725 12 
16304527 16304725 12 
17326054 16327054 12 
16723054 16327054 12 
16724350 16324750 12 
16374250 16324750 12 
43125067 43127065 12 
43021567 43021765 12 
27461035 23461075 12 
23461057 23461075 12 
67431025 76431025 12 
46731025 76431025 12 
36701425 36401725 12 
36401527 36401725 12 
37426051 36427051 12 
36724051 36427051 12 
36721450 36421750 12 
36471250 36421750 12 
17325460 71325460 12 
21375460 71325460 12 
37521460 31527460 12 
17435260 71435260 12 
41735260 71435260 12 
37465210 31465270 12 
43725016 73425016 12 
23475016 73425016 12 
35724016 35427016 12 
35426017 35427016 12 
41735026 71435026 12 
31705426 31405726 12 
31405627 31405726 12 
07123564 03127564 12 
03571264 03521764 12 
27061534 23061574 12 
10723564 10327564 12 
16370524 16320574 12 
16320547 16320574 12 
21750364 21350764 12 
21350467 21350764 12 
37520416 31520476 12 
07423516 03427516 12 
03426517 03427516 12 
03574216 03524716 12 
03524617 03524716 12 
23054617 23054716 12 
47320516 74320516 12 
24370516 74320516 12 
34570216 34520716 12 
34520617 34520716 12 
34076521 34026571 12 
51374026 71354026 12 
37451026 31457026 12 
31456027 31457026 12 
37051624 31057624 12 
31750624 31057624 12 
40763215 70463215 12 
60473215 70463215 12 
03475612 03465712 12 
07465231 03465271 12 
03475261 03465271 12 
23704615 73204615 12 
07214635 03214675 12 
03214657 03214675 12 
37624015 73624015 12 
23674015 73624015 12 
67423015 63427015 12 
63425017 63427015 12 
67023514 63027514 12 
63720514 63027514 12 
67024531 63024571 12 
40365217 40367215 12 
41370265 41360275 12 
41360257 41360275 12 
64720315 64320715 12 
64320517 64320715 12 
67310245 64310275 12 
64310257 64310275 12 
47230615 74230615 12 
24730615 74230615 12 
37210645 34210675 12 
34210657 34210675 12 
47365012 74365012 12 
64375012 74365012 12 
37564012 34567012 12 
34562017 34567012 12 
37015642 34015672 12 
34015627 34015672 12 
03765241 73065241 12 
63075241 73065241 12 
35760241 35067241 12 
47035261 74035261 12 
34725061 34025761 12 
07163254 03167254 12 
03164257 03167254 12 
35721064 35021764 12 
35021467 35021764 12 
35761042 35061742 12 
35071642 35061742 12 
10763254 10367254 12 
10364257 10367254 12 
15370264 15360274 12 
15360247 15360274 12 
61720354 61320754 12 
61320457 61320754 12 
67350214 61350274 12 
17230654 71230654 12 
21730654 71230654 12 
37261450 31267450 12 
31762450 31267450 12 
37260415 31260475 12 
31270465 31260475 12 
14763052 14367052 12 
15374062 15364072 12 
15364027 15364072 12 
61704352 61304752 12 
61304257 61304752 12 
67354012 61354072 12 
61354027 61354072 12 
43761052 73461052 12 
63471052 73461052 12 
35471062 35461072 12 
35461027 35461072 12 
31472650 31462750 12 
14730652 14037652 12 
15074632 15034672 12 
15034627 15034672 12 
07431652 01437652 12 
01674352 01634752 12 
03754612 73054612 12 
53074612 73054612 12 
07435162 70435162 12 
30475162 70435162 12 
47530162 40537162 12 
40532167 40537162 12 
10745362 70145362 12 
47165302 40165372 12 
40165327 40165372 12 
34175206 74135206 12 
45731206 45137206 12 
45136207 45137206 12 
07145236 70145236 12 
10745236 70145236 12 
40725136 40125736 12 
40125637 40125736 12 
41762305 41267305 12 
41265307 41267305 12 
47260351 40267351 12 
40762351 40267351 12 
40271653 40261753 12 
46270531 46230571 12 
46230517 46230571 12 
41732506 41237506 12 
41236507 41237506 12 
01723465 01327465 12 
06371425 06321475 12 
27361405 20361475 12 
13720465 73120465 12 
23170465 73120465 12 
36170425 36120475 12 
30725164 30125764 12 
37125406 30125476 12 
30175426 30125476 12 
43720561 73420561 12 
36470521 36420571 12 
36420517 36420571 12 
07324561 70324561 12 
30574261 30524761 12 
30524167 30524761 12 
31426507 31427506 12 
40731526 70431526 12 
30751426 30451726 12 
30451627 30451726 12 
47163205 43167205 12 
43165207 43167205 12 
43261507 43261705 12 
63721405 63421705 12 
63421507 63421705 12 
31475602 31465702 12 
43760251 73460251 12 
63470251 73460251 12 
35470261 35460271 12 
35460217 35460271 12 
07364251 70364251 12 
60374251 70364251 12 
60371452 70361452 12 
37160452 30167452 12 
30162457 30167452 12 
40731652 70431652 12 
37451602 30451672 12 
61475032 61405732 12 
67405213 61405273 12 
61475203 61405273 12 
67403251 63407251 12 
63704251 63407251 12 
63701452 63401752 12 
43176205 43106275 12 
43106257 43106275 12 
46705132 46105732 12 
46175203 46105273 12 
26741035 76241035 12 
47231065 46231075 12 
46231057 46231075 12 
47201563 46201573 12 
46271503 46201573 12 
61720435 61027435 12 
61025437 61027435 12 
63071425 63021475 12 
26041537 26041735 12 
27031465 26031475 12 
26031457 26031475 12 
10726435 70126435 12 
20176435 70126435 12 
03176425 03126475 12 
07125463 06125473 12 
06175423 06125473 12 
03476521 03426571 12 
26074531 76024531 12 
06574231 06524731 12 
06524137 06524731 12 
40721563 70421563 12 
01423567 01427563 12 
67401523 76401523 12 
46701523 76401523 12 
06751423 06451723 12 
47630251 40637251 12 
40631257 40637251 12 
40236157 40236751 12 
30726451 30426751 12 
30426157 30426751 12 
57406231 75406231 12 
45706231 75406231 12 
05726431 05426731 12 
05426137 05426731 12 
65074231 65034271 12 
65034217 65034271 12 
36024157 36024751 12 
37054261 36054271 12 
36054217 36054271 12 
07254361 06254371 12 
06254317 06254371 12 
07236154 06237154 12 
06732154 06237154 12 
61730452 61037452 12 
65071432 65031472 12 
65031427 65031472 12 
10736452 70136452 12 
30176452 70136452 12 
05176432 05136472 12 
05136427 05136472 12 
07132465 06132475 12 
06172435 06132475 12 
61402357 61407352 12 
65471302 65401372 12 
65401327 65401372 12 
47106352 46107352 12 
46371052 46301752 12 
46301257 46301752 12 
07456321 06457321 12 
06754321 06457321 12 
57104362 75104362 12 
05174362 75104362 12 
15304267 15304762 12 
15702463 15402763 12 
15472063 15402763 12 
17402356 15402376 12 
15472306 15402376 12 
67415302 76415302 12 
46715302 76415302 12 
17406325 16407325 12 
16705423 16405723 12 
46571302 46501372 12 
46501327 46501372 12 
41702563 41502763 12 
41572063 41502763 12 
41365027 41365072 12 
47301265 41307265 12 
41703265 41307265 12 
47305216 41305276 12 
41375206 41305276 12 
47560312 40567312 12 
40562317 40567312 12 
40375612 40365712 12 
60415327 60415372 12 
57064312 75064312 12 
05374612 05364712 12 
05364217 05364712 12 
05762413 05462713 12 
05472613 05462713 12 
07462351 05462371 12 
05472361 05462371 12 
40761325 70461325 12 
60471325 70461325 12 
01374625 01364725 12 
01364527 01364725 12 
17065423 71065423 12 
61075423 71065423 12 
07561423 01567423 12 
01563427 01567423 12 
17405623 71405623 12 
41705623 71405623 12 
41570236 41530276 12 
41530267 41530276 12 
40736512 40536712 12 
40576312 40536712 12 
47536201 40536271 12 
40576231 40536271 12 
20745316 70245316 12 
40732615 40237615 12 
47235601 40235671 12 
40275631 40235671 12 
07325416 70325416 12 
20375416 70325416 12 
30526417 30527416 12 
37420615 30427615 12 
37425601 30425671 12 
30475621 30425671 12 
43715206 73415206 12 
35714206 35417206 12 
35416207 35417206 12 
35024617 35024716 12 
35014267 35014276 12 
05214367 05214376 12 
05732614 05237614 12 
05274631 05234671 12 
57036412 75036412 12 
35076412 75036412 12 
07635412 05637412 12 
05632417 05637412 12 
57406312 75406312 12 
45706312 75406312 12 
05416327 05416372 12 
57104236 75104236 12 
05174236 75104236 12 
15274036 15204736 12 
15706432 15406732 12 
15476203 15406273 12 
13725406 13425706 12 
13425607 13425706 12 
13475062 13405762 12 
54701236 74501236 12 
04571236 74501236 12 
43571206 43501276 12 
43501267 43501276 12 
41576032 41506732 12 
47506213 41506273 12 
41576203 41506273 12 
17245036 71245036 12 
21745036 71245036 12 
47235016 41235076 12 
41235067 41235076 12 
47201635 41207635 12 
41702635 41207635 12 
41275603 41205673 12 
15720436 15027436 12 
13075426 13025476 12 
13025467 13025476 12 
21045637 21045736 12 
01576234 01526734 12 
07526413 01526473 12 
01576423 01526473 12 
40721635 70421635 12 
20471635 70421635 12 
03471625 03421675 12 
21074635 71024635 12 
01624537 01624735 12 
40725613 70425613 12 
05724613 05427613 12 
05423617 05427613 12 
42705163 42105763 12 
42175063 42105763 12 
47105326 42105376 12 
42175306 42105376 12 
67142305 76142305 12 
16742305 76142305 12 
46732105 46132705 12 
46132507 46132705 12 
46702153 46102753 12 
46172053 46102753 12 
47032165 74032165 12 
60172345 70162345 12 
02761345 02167345 12 
07164352 04167352 12 
04761352 04167352 12 
04762153 04162753 12 
04172653 04162753 12 
42713065 42317065 12 
42315067 42317065 12 
46372015 46312075 12 
46312057 46312075 12 
34215067 34217065 12 
14372650 14362750 12 
31704562 71304562 12 
16374502 16304572 12 
47103562 74103562 12 
04173562 74103562 12 
14573062 14503762 12 
31702546 71302546 12 
01372546 71302546 12 
12703546 12307546 12 
12306547 12307546 12 
14752306 14352706 12 
14352607 14352706 12 
45701263 45107263 12 
45103267 45107263 12 
04725163 04125763 12 
07165243 04165273 12 
04165237 04165273 12 
16574203 16504273 12 
16504237 16504273 12 
17503246 14503276 12 
14573206 14503276 12 
45712063 45217063 12 
45213067 45217063 12 
46275013 46215073 12 
46215037 46215073 12 
24513067 24517063 12 
24075163 24015763 12 
21765043 71265043 12 
15762043 15267043 12 
15263047 15267043 12 
14762035 14267035 12 
14765230 14265730 12 
14275630 14265730 12 
27501346 21507346 12 
21506347 21507346 12 
21375046 21305746 12 
21305647 21305746 12 
57102346 75102346 12 
05172346 75102346 12 
15372046 15302746 12 
15302647 15302746 12 
15706243 15206743 12 
15276043 15206743 12 
45712306 45217306 12 
45216307 45217306 12 
24375106 24315706 12 
24315607 24315706 12 
17534206 14537206 12 
14536207 14537206 12 
14732605 14237605 12 
17235640 14235670 12 
47612305 74612305 12 
14672305 74612305 12 
64372105 64312705 12 
64312507 64312705 12 
64715203 64215703 12 
64275103 64215703 12 
67215340 64215370 12 
64275310 64215370 12 
42716305 72416305 12 
12476305 72416305 12 
26715403 26415703 12 
26475103 26415703 12 
27415360 26415370 12 
26475310 26415370 12 
67324105 76324105 12 
36724105 76324105 12 
27304165 26304175 12 
26304157 26304175 12 
27316504 26317504 12 
26713504 26317504 12 
27314560 26314570 12 
26374510 26314570 12 
64135207 64137205 12 
60174235 60134275 12 
36124507 36124705 12 
41736205 71436205 12 
31476205 71436205 12 
10436257 10436275 12 
67214530 76214530 12 
26714530 76214530 12 
27601354 21607354 12 
21376054 21306754 12 
21306457 21306754 12 
07256314 01256374 12 
01256347 01256374 12 
25716304 75216304 12 
15736204 15236704 12 
15236407 15236704 12 
62701354 62107354 12 
62104357 62107354 12 
65172304 65102374 12 
65102347 65102374 12 
07152364 06152374 12 
06152347 06152374 12 
17306452 16307452 12 
16703452 16307452 12 
16372405 16302475 12 
64103257 64107253 12 
65174203 65104273 12 
65104237 65104273 12 
16473052 16403752 12 
16473205 16403275 12 
64712053 64217053 12 
64213057 64217053 12 
65274013 65214073 12 
65214037 65214073 12 
27416053 26417053 12 
26413057 26417053 12 
26074153 26014753 12 
14752063 14257063 12 
14253067 14257063 12 
32741065 72341065 12 
47361025 42361075 12 
42361057 42361075 12 
47302561 42307561 12 
42703561 42307561 12 
47301526 42301576 12 
42371506 42301576 12 
32071465 72031465 12 
02764351 02467351 12 
02761453 02461753 12 
02471653 02461753 12 
61724305 61427305 12 
61425307 61427305 12 
60421357 60421375 12 
47126305 46127305 12 
46125307 46127305 12 
46371205 46321705 12 
46321507 46321705 12 
67231405 76231405 12 
36271405 76231405 12 
27136405 26137405 12 
26135407 26137405 12 
26471530 26431570 12 
42706351 72406351 12 
02476351 72406351 12 
25476301 25406371 12 
26374051 26304751 12 
67421053 76421053 12 
46721053 76421053 12 
27451063 26451073 12 
26451037 26451073 12 
15203467 15207463 12 
16275403 16205473 12 
16205437 16205473 12 
07265413 01265473 12 
01265437 01265473 12 
27503416 21503476 12 
21573406 21503476 12 
15724063 15427063 12 
15423067 15427063 12 
47521063 41527063 12 
41523067 41527063 12 
41075263 41025763 12 
41025367 41025763 12 
42765013 72465013 12 
62475013 72465013 12 
25764013 25467013 12 
25463017 25467013 12 
21765430 21465730 12 
21475630 21465730 12 
42375016 42305716 12 
42305617 42305716 12 
25374016 25304716 12 
25304617 25304716 12 
25706413 25406713 12 
25476013 25406713 12 
15724306 15427306 12 
15426307 15427306 12 
10475326 10425376 12 
47521306 41527306 12 
41526307 41527306 12 
41325607 41325706 12 
27431605 21437605 12 
27435610 21435670 12 
62704315 62304715 12 
62304517 62304715 12 
62314057 62314075 12 
47263015 74263015 12 
64273015 74263015 12 
24073615 24063715 12 
24063517 24063715 12 
